mes,producto,categoria,region,canal,unidades,precio_unitario,ingresos
2026-01,Webcam Full HD,Informática,Sur,Tienda,10.0,42.12,421.22
2026-01,Webcam Full HD,Informática,Levante,Online,20.0,45.24,904.82
2026-01,Webcam Full HD,Informática,Levante,Tienda,17.0,45.11,766.85
2026-01,Webcam Full HD,Informática,Centro,Tienda,20.0,42.55,850.91
2026-01,Webcam Full HD,Informática,Centro,Online,24.0,42.51,1020.13
2026-02,Altavoz portátil Mini,Audio,Levante,Online,27.0,37.25,1005.72
2026-02,Altavoz portátil Mini,Audio,Norte,Tienda,19.0,40.07,761.36
2026-02,Altavoz portátil Mini,Audio,Norte,Online,27.0,40.6,1096.15
2026-02,Altavoz portátil Mini,Audio,Centro,Tienda,19.0,37.5,712.47
2026-02,Altavoz portátil Mini,Audio,Levante,Tienda,21.0,38.75,813.73
2026-02,Altavoz portátil Mini,Audio,Sur,Online,23.0,39.43,906.93
2026-02,Altavoz portátil Mini,Audio,Centro,Online,26.0,38.98,1013.55
2026-02,Altavoz portátil Mini,Audio,Sur,Tienda,15.0,40.49,607.32
2026-02,Auriculares BT Zen,Audio,Centro,Online,20.0,58.52,1170.3
2026-02,Auriculares BT Zen,Audio,Centro,Tienda,19.0,59.19,1124.54
2026-02,Auriculares BT Zen,Audio,Norte,Tienda,15.0,57.55,863.32
2026-02,Auriculares BT Zen,Audio,Levante,Tienda,12.0,55.09,661.11
2026-02,Auriculares BT Zen,Audio,Sur,Online,21.0,58.28,1223.96
2026-02,Auriculares BT Zen,Audio,Norte,Online,23.0,58.87,1353.96
2026-02,Auriculares BT Zen,Audio,Levante,Online,24.0,59.97,1439.16
2026-02,Auriculares BT Zen,Audio,Sur,Tienda,14.0,58.65,821.05
2026-02,Barra de sonido S30,Audio,Levante,Tienda,25.0,180.23,4505.8
2026-02,Barra de sonido S30,Audio,Norte,Online,33.0,169.62,5597.57
2026-02,Barra de sonido S30,Audio,Sur,Online,19.0,181.38,3446.19
2026-02,Barra de sonido S30,Audio,Centro,Online,33.0,167.52,5528.05
2026-02,Barra de sonido S30,Audio,Norte,Tienda,17.0,172.89,2939.06
2026-02,Barra de sonido S30,Audio,Levante,Online,,167.3,4684.44
2026-02,Barra de sonido S30,Audio,Sur,Tienda,16.0,180.49,2887.76
2026-02,Barra de sonido S30,Audio,Centro,Tienda,20.0,178.39,3567.8
2026-02,Batidora de vaso Pro,Pequeño electrodoméstico,Norte,Tienda,27.0,62.62,1690.72
2026-02,Batidora de vaso Pro,Pequeño electrodoméstico,Levante,Tienda,23.0,61.8,1421.31
2026-02,Batidora de vaso Pro,Pequeño electrodoméstico,Sur,Online,25.0,60.28,1506.94
2026-02,Batidora de vaso Pro,Pequeño electrodoméstico,Centro,Tienda,39.0,61.54,2400.06
2026-02,Batidora de vaso Pro,Pequeño electrodoméstico,Norte,Online,31.0,63.2,1959.06
2026-02,Batidora de vaso Pro,Pequeño electrodoméstico,Sur,Tienda,,60.62,1091.17
2026-02,Batidora de vaso Pro,Pequeño electrodoméstico,Levante,Online,35.0,64.39,2253.79
2026-02,Batidora de vaso Pro,Pequeño electrodoméstico,Centro,Online,38.0,63.04,2395.66
2026-02,Cafetera Aroma X,Pequeño electrodoméstico,Centro,Tienda,29.0,84.13,2439.85
2026-02,Cafetera Aroma X,Pequeño electrodoméstico,Norte,Online,22.0,85.79,1887.4
2026-02,Cafetera Aroma X,Pequeño electrodoméstico,Levante,Online,39.0,86.48,3372.84
2026-02,Cafetera Aroma X,Pequeño electrodoméstico,Sur,Online,24.0,89.41,2145.73
2026-02,Cafetera Aroma X,Pequeño electrodoméstico,Sur,Tienda,18.0,89.12,1604.14
2026-02,Cafetera Aroma X,Pequeño electrodoméstico,Centro,Online,43.0,86.11,3702.82
2026-02,Cafetera Aroma X,Pequeño electrodoméstico,Norte,Tienda,22.0,84.16,1851.59
2026-02,Cafetera Aroma X,Pequeño electrodoméstico,Levante,Tienda,27.0,86.41,2333.19
2026-02,Freidora de aire 5L,Pequeño electrodoméstico,Centro,Online,79.0,118.99,9399.91
2026-02,Freidora de aire 5L,Pequeño electrodoméstico,Sur,Tienda,42.0,111.28,4673.7
2026-02,Freidora de aire 5L,Pequeño electrodoméstico,Norte,Online,47.0,111.33,5232.58
2026-02,Freidora de aire 5L,Pequeño electrodoméstico,Levante,Tienda,37.0,115.51,4273.97
2026-02,Freidora de aire 5L,Pequeño electrodoméstico,Sur,Online,43.0,111.12,4778.24
2026-02,Freidora de aire 5L,Pequeño electrodoméstico,Norte,Tienda,33.0,117.3,3870.92
2026-02,Freidora de aire 5L,Pequeño electrodoméstico,Centro,Tienda,60.0,116.35,6981.24
2026-02,Freidora de aire 5L,Pequeño electrodoméstico,Levante,Online,51.0,120.24,6132.49
2026-02,"Monitor 27"" QHD",Informática,Sur,Tienda,9.0,228.81,2059.32
2026-02,"Monitor 27"" QHD",Informática,Centro,Tienda,14.0,231.21,3236.99
2026-02,"Monitor 27"" QHD",Informática,Sur,Online,12.0,229.54,2754.47
2026-02,"Monitor 27"" QHD",Informática,Norte,Tienda,10.0,215.22,2152.16
2026-02,"Monitor 27"" QHD",Informática,Levante,Online,15.0,224.13,3361.96
2026-02,"Monitor 27"" QHD",Informática,Centro,Online,21.0,228.61,4800.79
2026-02,"Monitor 27"" QHD",Informática,Levante,Tienda,9.0,227.51,2047.55
2026-02,"Monitor 27"" QHD",Informática,Norte,Online,12.0,214.63,2575.61
2026-02,Robot aspirador R2,Pequeño electrodoméstico,Norte,Online,14.0,248.87,3484.17
2026-02,Robot aspirador R2,Pequeño electrodoméstico,Centro,Online,21.0,236.57,4967.94
2026-02,Robot aspirador R2,Pequeño electrodoméstico,Sur,Tienda,12.0,253.64,3043.71
2026-02,Robot aspirador R2,Pequeño electrodoméstico,Sur,Online,18.0,249.63,4493.42
2026-02,Robot aspirador R2,Pequeño electrodoméstico,Levante,Online,17.0,243.17,4133.89
2026-02,Robot aspirador R2,Pequeño electrodoméstico,Centro,Tienda,16.0,249.03,3984.46
2026-02,Robot aspirador R2,Pequeño electrodoméstico,Levante,Tienda,16.0,248.15,3970.41
2026-02,Robot aspirador R2,Pequeño electrodoméstico,Norte,Tienda,10.0,239.79,2397.88
2026-02,Teclado mecánico K8,Informática,Levante,Online,40.0,100.22,4008.68
2026-02,Teclado mecánico K8,Informática,Centro,Online,41.0,94.13,3859.4
2026-02,Teclado mecánico K8,Informática,Sur,Online,33.0,92.98,3068.4
2026-02,Teclado mecánico K8,Informática,Sur,Tienda,21.0,97.89,2055.71
2026-02,Teclado mecánico K8,Informática,Centro,Tienda,27.0,100.91,2724.64
2026-02,Teclado mecánico K8,Informática,Norte,Tienda,17.0,99.95,1699.11
2026-02,Teclado mecánico K8,Informática,Norte,Online,31.0,,
2026-02,Teclado mecánico K8,Informática,Levante,Tienda,23.0,99.37,2285.47
2026-02,Webcam Full HD,Informática,Norte,Tienda,10.0,45.55,455.47
2026-02,Webcam Full HD,Informática,Centro,Tienda,19.0,42.2,801.79
2026-02,Webcam Full HD,Informática,Sur,Tienda,14.0,44.44,622.21
2026-02,Webcam Full HD,Informática,Levante,Online,21.0,44.14,926.94
2026-02,Webcam Full HD,Informática,Norte,Online,17.0,44.31,753.29
2026-02,Webcam Full HD,Informática,Sur,Online,19.0,44.37,842.94
2026-02,Webcam Full HD,Informática,Levante,Tienda,16.0,42.64,682.31
2026-02,Webcam Full HD,Informática,Centro,Online,29.0,44.64,1294.48
2026-03,Altavoz portátil Mini,Audio,Centro,Tienda,20.0,37.57,751.33
2026-03,Altavoz portátil Mini,Audio,Levante,Online,23.0,39.27,903.1
2026-03,Altavoz portátil Mini,Audio,Sur,Online,16.0,38.99,623.84
2026-03,Altavoz portátil Mini,Audio,Norte,Online,28.0,,
2026-03,Altavoz portátil Mini,Audio,Levante,Tienda,19.0,38.5,731.51
2026-03,Altavoz portátil Mini,Audio,Norte,Tienda,18.0,37.94,682.96
2026-03,Altavoz portátil Mini,Audio,Centro,Online,28.0,39.39,1102.97
2026-03,Altavoz portátil Mini,Audio,Sur,Tienda,15.0,37.51,562.65
2026-03,Auriculares BT Zen,Audio,Levante,Tienda,16.0,58.83,941.28
2026-03,Auriculares BT Zen,Audio,Centro,Tienda,19.0,56.17,1067.2
2026-03,Auriculares BT Zen,Audio,Sur,Online,21.0,55.36,1162.52
2026-03,Auriculares BT Zen,Audio,Sur,Tienda,9.0,59.82,538.39
2026-03,Auriculares BT Zen,Audio,Levante,Online,22.0,59.17,1301.67
2026-03,Auriculares BT Zen,Audio,Norte,Online,15.0,54.97,824.55
2026-03,Auriculares BT Zen,Audio,Norte,Tienda,13.0,57.27,744.47
2026-03,Auriculares BT Zen,Audio,Centro,Online,24.0,57.3,1375.11
2026-03,Barra de sonido S30,Audio,Centro,Online,43.0,179.12,7702.1
2026-03,Barra de sonido S30,Audio,Norte,Tienda,20.0,176.7,3533.99
2026-03,Barra de sonido S30,Audio,Norte,Online,22.0,182.11,4006.5
2026-03,Barra de sonido S30,Audio,Sur,Tienda,16.0,166.94,2671.0
2026-03,Barra de sonido S30,Audio,Sur,Online,27.0,172.91,4668.7
2026-03,Barra de sonido S30,Audio,Levante,Tienda,26.0,175.4,4560.33
2026-03,Barra de sonido S30,Audio,Centro,Tienda,25.0,171.55,4288.86
2026-03,Barra de sonido S30,Audio,Levante,Online,27.0,167.77,4529.74
2026-03,Batidora de vaso Pro,Pequeño electrodoméstico,Norte,Tienda,21.0,62.89,1320.65
2026-03,Batidora de vaso Pro,Pequeño electrodoméstico,Levante,Online,37.0,62.86,2325.76
2026-03,Batidora de vaso Pro,Pequeño electrodoméstico,Centro,Tienda,24.0,61.44,1474.53
2026-03,Batidora de vaso Pro,Pequeño electrodoméstico,Norte,Online,28.0,62.0,1735.98
2026-03,Batidora de vaso Pro,Pequeño electrodoméstico,Sur,Tienda,21.0,,
2026-03,Batidora de vaso Pro,Pequeño electrodoméstico,Centro,Online,35.0,64.24,2248.42
2026-03,Batidora de vaso Pro,Pequeño electrodoméstico,Levante,Tienda,22.0,64.74,1424.25
2026-03,Batidora de vaso Pro,Pequeño electrodoméstico,Sur,Online,29.0,65.41,1896.91
2026-03,Cafetera Aroma X,Pequeño electrodoméstico,Centro,Online,46.0,87.62,4030.71
2026-03,Cafetera Aroma X,Pequeño electrodoméstico,Norte,Tienda,20.0,87.6,1752.03
2026-03,Cafetera Aroma X,Pequeño electrodoméstico,Levante,Online,36.0,91.59,3297.19
2026-03,Cafetera Aroma X,Pequeño electrodoméstico,Centro,Tienda,30.0,86.83,2604.79
2026-03,Cafetera Aroma X,Pequeño electrodoméstico,Sur,Online,22.0,84.71,1863.73
2026-03,Cafetera Aroma X,Pequeño electrodoméstico,Levante,Tienda,22.0,88.06,1937.29
2026-03,Cafetera Aroma X,Pequeño electrodoméstico,Norte,Online,24.0,85.93,2062.38
2026-03,Cafetera Aroma X,Pequeño electrodoméstico,Sur,Tienda,14.0,86.86,1215.99
2026-03,Freidora de aire 5L,Pequeño electrodoméstico,Centro,Online,80.0,119.32,9545.35
2026-03,Freidora de aire 5L,Pequeño electrodoméstico,Sur,Tienda,36.0,113.32,4079.61
2026-03,Freidora de aire 5L,Pequeño electrodoméstico,Sur,Online,52.0,120.05,6242.69
2026-03,Freidora de aire 5L,Pequeño electrodoméstico,Centro,Tienda,47.0,113.64,5341.02
2026-03,Freidora de aire 5L,Pequeño electrodoméstico,Levante,Tienda,57.0,120.55,6871.52
2026-03,Freidora de aire 5L,Pequeño electrodoméstico,Levante,Online,80.0,112.84,9027.18
2026-03,Freidora de aire 5L,Pequeño electrodoméstico,Norte,Tienda,31.0,114.16,3538.88
2026-03,Freidora de aire 5L,Pequeño electrodoméstico,Norte,Online,71.0,,
2026-03,"Monitor 27"" QHD",Informática,Centro,Tienda,15.0,218.08,3271.22
2026-03,"Monitor 27"" QHD",Informática,Norte,Tienda,10.0,219.63,2196.33
2026-03,"Monitor 27"" QHD",Informática,Centro,Online,22.0,221.31,4868.87
2026-03,"Monitor 27"" QHD",Informática,Levante,Online,18.0,220.45,3968.12
2026-03,"Monitor 27"" QHD",Informática,Levante,Tienda,10.0,214.27,2142.65
2026-03,"Monitor 27"" QHD",Informática,Sur,Online,15.0,214.25,3213.72
2026-03,"Monitor 27"" QHD",Informática,Sur,Tienda,9.0,222.53,2002.81
2026-03,"Monitor 27"" QHD",Informática,Norte,Online,17.0,222.75,3786.75
2026-03,Robot aspirador R2,Pequeño electrodoméstico,Centro,Tienda,14.0,247.09,3459.25
2026-03,Robot aspirador R2,Pequeño electrodoméstico,Norte,Tienda,11.0,232.22,2554.41
2026-03,Robot aspirador R2,Pequeño electrodoméstico,Norte,Online,13.0,237.83,3091.81
2026-03,Robot aspirador R2,Pequeño electrodoméstico,Sur,Tienda,13.0,253.71,3298.26
2026-03,Robot aspirador R2,Pequeño electrodoméstico,Sur,Online,18.0,239.74,4315.35
2026-03,Robot aspirador R2,Pequeño electrodoméstico,Levante,Online,17.0,236.15,4014.55
2026-03,Robot aspirador R2,Pequeño electrodoméstico,Levante,Tienda,12.0,236.65,2839.84
2026-03,Robot aspirador R2,Pequeño electrodoméstico,Centro,Online,29.0,241.59,7006.18
2026-03,Teclado mecánico K8,Informática,Norte,Tienda,16.0,94.69,1514.99
2026-03,Teclado mecánico K8,Informática,Norte,Online,24.0,93.76,2250.22
2026-03,Teclado mecánico K8,Informática,Sur,Online,23.0,99.0,2277.0
2026-03,Teclado mecánico K8,Informática,Levante,Tienda,29.0,93.01,2697.36
2026-03,Teclado mecánico K8,Informática,Centro,Online,50.0,95.39,4769.33
2026-03,Teclado mecánico K8,Informática,Sur,Tienda,21.0,96.07,2017.5
2026-03,Teclado mecánico K8,Informática,Centro,Tienda,35.0,97.27,3404.32
2026-03,Teclado mecánico K8,Informática,Levante,Online,36.0,97.59,3513.37
2026-03,Webcam Full HD,Informática,Sur,Online,18.0,44.55,801.99
2026-03,Webcam Full HD,Informática,Levante,Online,21.0,45.29,951.06
2026-03,Webcam Full HD,Informática,Norte,Tienda,10.0,45.65,456.51
2026-03,Webcam Full HD,Informática,Sur,Tienda,14.0,45.26,633.67
2026-03,Webcam Full HD,Informática,Centro,Online,30.0,42.63,1278.9
2026-03,Webcam Full HD,Informática,Levante,Tienda,14.0,43.43,608.0
2026-03,Webcam Full HD,Informática,Centro,Tienda,15.0,45.78,686.72
2026-03,Webcam Full HD,Informática,Norte,Online,15.0,43.3,649.57
